Symbol,Name,Price,Exchange
"VERB","Verb Technology Company Inc",1.16,"NasdaqCM"
"VERY","Vericity Inc",8.15,"NasdaqCM"
"VRRM","Verra Mobility Corp",10.23,"NasdaqCM"
"VRCA","Verrica Pharmaceuticals Inc",8.4,"NasdaqGM"
"VMD","Viemed Healthcare Inc",9.81,"NasdaqCM"
"VFF","Village Farms International Inc",5.23,"NasdaqCM"
"VIOT","Viomi Technology Co Ltd",5.9,"NasdaqGS"
"VTSI","VirTra Inc",3.52,"NasdaqCM"
"VISL","Vislink Technologies Inc",1.3,"NasdaqCM"
"WAFU","Wah Fu Education Group Ltd",3.85,"NasdaqCM"
"HLAL","Wahed FTSE USA Shariah ETF",30.44,"NasdaqGS"
"WTRH","Waitr Holdings Inc",3.61,"NasdaqGS"
"WSG","Wanda Sports Group Co Ltd",1.92,"NasdaqGS"
"WTRE","Watford Holdings Ltd",17.03,"NasdaqGS"
"WTREP","Watford Holdings Ltd.",24.7,"NasdaqGS"
"HHHH","Wealthbridge Acquisition Limited",9.55,"NasdaqCM"
"HHHHU","Wealthbridge Acquisition Limited",10.09,"NasdaqGS"
"WW","WW International Inc",22.62,"NasdaqGS"
"WINC","Western Asset Short Duration Income ETF",25.72,"NasdaqGM"
"WBND","Western Asset Total Return ETF",28.505,"NasdaqGM"
"WRTC","Wrap Technologies Inc",8.09,"NasdaqGS"
"XFOR","X4 Pharmaceuticals Inc",8.26,"NasdaqCM"
"XERS","Xeris Pharmaceuticals Inc",4.48,"NasdaqGS"
"XPEL","Xpel Inc",23.57,"NasdaqCM"
"YMAB","Y-mAbs Therapeutics, Inc",38.46,"NasdaqGS"
"YJ","Yunji Inc",2.26,"NasdaqGM"
"ZM","Zoom Video Communications Inc",369.89,"NasdaqGS"
"ZVO","Zovio Inc",4.52,"NasdaqGS"
"ZYXI","Zynex Inc",14.5,"NasdaqCM"
"AEF","Aberdeen Emerging Markets Equity Income Fund Inc",6.65,"NYSE"
"UAVS","Ageagle Aerial Systems Inc",2.77,"NYSE American"
"AGE","AgeX Therapeutics Inc",0.799,"NYSE American"
"AMBO","Ambow Education Holding Ltd",1.86,"NYSE American"
"ARMP","Armata Pharmaceuticals Inc",2.96,"NYSE American"
"BIOX","Bioceres Crop Solutions Corp",5.4,"NYSE American"
"BKTI","BK Technologies Corp",3.15,"NYSE American"
"YCBD","cbdMD Inc",2.38,"NYSE American"
"AIM","AIM ImmunoTech Inc",1.77,"NYSE American"
"ITP","IT Tech Packaging Inc",0.4253,"NYSE American"
"LCTX","Lineage Cell Therapeutics Inc",0.86,"NYSE American"
"MMX","Maverix Metals Inc",4.52,"NYSE American"
"MRIC","MRI Interventions, Inc.",5.14,"NasdaqGS"
"PLAG","Planet Green Holdings Corp",1.95,"NYSE American"
"SILV","Silvercrest Metals Inc",9.78,"NYSE American"
"SDI","Standard Diversified Inc.",15,"NYSE American"
"STXS","Stereotaxis Inc",3.46,"NYSE American"
"VOLT","Volt Information Sciences Inc",1.16,"NYSE American"
"ALMIL.PA","1000mercis SA",18,"Paris"
"2CRSI.PA","2Crsi SA",3.19,"Paris"
"MLATV.PA","A Toute Vitesse SA",1.35,"Paris"
"ASP.PA","AST Groupe SA",2.92,"Paris"
"AALB.AS","Aalberts NV",31.24,"Amsterdam"
"ABI.BR","Anheuser Busch Inbev NV",49.21,"Brussels"
"AB.PA","AB Science SA",10.5,"Paris"
"ABCA.PA","ABC Arbitrage SA",6.92,"Paris"
"ABEO.PA","Abeo SAS",7.46,"Paris"
"ABVX.PA","Abivax SA",18.5,"Paris"
"ABN.AS","ABN Amro Bank NV",8.244,"Amsterdam"
"ABO.BR","ABO Group Environment SA",2.1,"Brussels"
"ACPH.BR","Acacia Pharma Group PLC",2.09,"Brussels"
"ACAN.PA","Acanthe Developpement SE",0.436,"Paris"
"ACCEL.AS","Accell Group NV",25.05,"Amsterdam"
"ACCB.BR","Accentis NV",0.0495,"Brussels"
"AC.PA","Accor SA",27.11,"Paris"
"AXS.AS","Accsys Technologies PLC",1.03,"Amsterdam"
"ALALO.PA","Acheter Louer Fr SA",0.0248,"Paris"
"ACKB.BR","Ackermans & Van Haaren NV",116.9,"Brussels"
"EOS.PA","Acteos SA",1.6,"Paris"
"ATI.PA","Actia Group SA",2.37,"Paris"
"ALACT.PA","Groupe Actiplay SA",0.726,"Paris"
"MLACT.PA","Activium Group SA",1.62,"Paris"
"ALADA.PA","Ada SA",7.9,"Paris"
"ALDV.PA","Alliance Developpement Capital SIIC SE",0.101,"Paris"
"ALARF.PA","Adeunis SA",3.24,"Paris"
"ALP.PA","ADL Partner SA",11.55,"Paris"
"ADOC.PA","Adocia SA",8.07,"Paris"
"ALADO.PA","Adomos SA",0.394,"Paris"
"ADP.PA","Aeroports de Paris SA",88.55,"Paris"
"ALADM.PA","Adthink SA",0.838,"Paris"
"ADUX.PA","Adux SA",1.55,"Paris"
"ADV.PA","Advenis SA",1,"Paris"
"ADVIC.PA","Advicenne SA",7.04,"Paris"
"ADVI.PA","Advini SA",19,"Paris"
"ADYEN.AS","Adyen NV",1311.5,"Amsterdam"
"AED.BR","Aedifica SA",100.2,"Brussels"
"AGN.AS","Aegon NV",2.332,"Amsterdam"
"AKOM.PA","Aerkomm Inc",10.6,"Paris"
"AFO.PA","Afone S.A.",13,"Paris"
"MLAGI.PA","AG3I SAS",3.46,"Paris"
"AGS.BR","Ageas SA",35.8,"Brussels"
"AGFB.BR","AGFA Gevaert NV",3.7,"Brussels"
"ALAGR.PA","Agrogeneration SA",0.0812,"Paris"
"AGTA.PA","Agta Record AG",70.5,"Paris"
"AD.AS","Koninklijke Ahold Delhaize NV",24.86,"Amsterdam"
"AF.PA","Air France KLM SA",3.802,"Paris"
"AI.PA","L'Air Liquide Societe Anonyme pour l'Etude et l'Exploitation des Procedes Georges Claude SA",138.8,"Paris"
"MLAIM.PA","Air Marine SA",2,"Paris"
"AIR.PA","Airbus SE",69.78,"Paris"
"AJAX.AS","AFC Ajax NV",16,"Amsterdam"
"AKW.PA","Akwel SA",13.7,"Paris"
"AKZA.AS","Akzo Nobel NV",81.66,"Amsterdam"
"ABIO.PA","Albioma SA",42.15,"Paris"
"ALD.PA","ALD SA",9.26,"Paris"
"ALPHY.PA","Ales Groupe SA",1.18,"Paris"
"ALFEN.AS","Alfen NV",51.5,"Amsterdam"
"CDA.PA","Compagnie des Alpes SA",16.24,"Paris"
"ALM.PA","Alpha MOS SA",1.46,"Paris"
"ALO.PA","Alstom SA",47.09,"Paris"
"ALTA.PA","Altarea SCA",122,"Paris"
"AREIT.PA","Altareit SCA",515,"Paris"
"ATE.PA","Alten SA",72.8,"Paris"
"ATCB.AS","Altice Europe N.V.",3.445,"Amsterdam"
"ATC.AS","Altice Europe NV",3.421,"Amsterdam"
"ALT.PA","Altran Technologies S.A.",14.77,"Paris"
"ALTR.LS","Altri SGPS SA",4.388,"Lisbon"
"ALTUR.PA","Altur Investissement SCA",4.72,"Paris"
"ALX.AS","Alumexx NV",0.405,"Amsterdam"
"MLALV.PA","Alveen S.A.",0.23,"Paris"
"MLAAH.PA","Amatheon Agri Holding NV",0.041,"Paris"
"AMG.AS","AMG Advanced Metallurgical Group NV",17.69,"Amsterdam"
"AMEBA.PA","Amoeba SA",2.14,"Paris"
"AMPLI.PA","Amplitude Surgical SA",2.14,"Paris"
"ACOMO.AS","Amsterdam Commodities NV",19.06,"Amsterdam"
"AMUN.PA","Amundi SA",63.6,"Paris"
"AND.AS","AND International Publishers NV",1.285,"Amsterdam"
"ALANV.PA","Anevia SA",3.47,"Paris"
"ANTA.PA","Antalis SA",0.74,"Paris"
"ANT.BR","Antares",40.02,"Brussels"
"ALANT.PA","Antevenio SA",4.56,"Paris"
"APAM.AS","Aperam SA",25.44,"Amsterdam"
"APR.PA","April SA",22,"Paris"
"ALAQU.PA","Aquila SA",6.7,"Paris"
"ARCAD.AS","Arcadis NV",18.49,"Amsterdam"
"MT.AS","ArcelorMittal SA",10.748,"Amsterdam"
"JXR.PA","Archos SA",0.0416,"Paris"
"ALCUR.PA","Arcure SA",3.2,"Paris"
"MLARD.PA","Les Motocycles Ardoin Saint Amand et Cie SA",90.5,"Paris"
"ARG.PA","Argan SA",86,"Paris"
"ARGX.BR","argenx SE",183.2,"Brussels"
"AKE.PA","Arkema SA",93.62,"Paris"
"ALATF.PA","Artefact SA",2.03,"Paris"
"ARTO.PA","Societe Industrielle et Financiere de l'Artois SA",3560,"Paris"
"PRC.PA","Artmarket.com SA",8.7,"Paris"
"ASC.BR","Ascencio SCA",47,"Brussels"
"MLAEM.PA","Ashler et Manson SA",1.81,"Paris"
"ASIT.BR","Asit Biotech SA",0.1756,"Brussels"
"ASM.AS","ASM International NV",117.25,"Amsterdam"
"ASML.AS","ASML Holding NV",304.8,"Amsterdam"
"ASRNL.AS","ASR Nederland NV",30.01,"Amsterdam"
"GEN.BR","Assicurazioni Generali S.p.A.",12.87,"Brussels"
"ALSIM.PA","Klimvest PLC",1.5,"Paris"
"ASY.PA","Assystem SA",23.55,"Paris"
"ATA.PA","Atari SA",0.289,"Paris"
"ATEME.PA","Ateme SA",15.68,"Paris"
"ATEB.BR","Atenor SA",59.2,"Brussels"
"ATO.PA","Atos SE",71.08,"Paris"
"ATRS.AS","Atrium European Real Estate Ltd",2.41,"Amsterdam"
"AUB.PA","Aubay SA",33,"Paris"
"ALAVY.PA","Audiovalley SA",4.15,"Paris"
"AUGR.PA","Augros Cosmetic Packaging SA",4.7,"Paris"
"ALAMG.PA","Auplata Mining Group SA",0.235,"Paris"
"AURE.PA","Aurea SA",4.68,"Paris"
"AURS.PA","Aures Technologies SA",14.15,"Paris"
"AVTX.AS","Avantium NV",5.66,"Amsterdam"
"AVT.PA","Avenir Telecom SA",0.0105,"Paris"
"AWOX.PA","Awox SA",0.918,"Paris"
"CS.PA","AXA SA",17.18,"Paris"
"AXW.PA","Axway Software SA",19.2,"Paris"
"MLAZL.PA","AZ Leasing SpA",0.63,"Paris"
"MLAAT.PA","Azorean Aquatic Technologies SA",0.21,"Paris"
"BSGR.AS","B&S Group SA",6.42,"Amsterdam"
"BCP.LS","Banco Comercial Portugues SA",0.0945,"Lisbon"
"BCRA.PA","Baccarat SA",166,"Paris"
"ALBKK.PA","Baikowski SASU",9.6,"Paris"
"BAIN.PA","Societe Anonyme Des Bains De Mer Et Du Cercle Des Etrangers A Monaco SA",58.6,"Paris"
"BALTA.BR","Balta Group NV",1.08,"Brussels"
"BALYO.PA","Balyo SA",1.03,"Paris"
"BAMNB.AS","Koninklijke BAM Groep NV",1.194,"Amsterdam"
"BBV.BR","Banco Bilbao Vizcaya Argentaria, S.A.",2.512,"Brussels"
"SANTA.BR","Banco Santander, S.A.",1.9158,"Brussels"
"BANI.BR","Banimmo SA",3,"Brussels"
"BUI.PA","Barbara Bui SA",2.7,"Paris"
"BAR.BR","Barco NV",17.436,"Brussels"
"BFIT.AS","Basic Fit NV",24.75,"Amsterdam"
"BAS.BR","Basilix NV",10.3,"Brussels"
"BLC.PA","Bastide le Confort Medical SA",46.65,"Paris"
"MLBAT.PA","Batla Minerals SA",0.57,"Paris"
"ALBDM.PA","BD Multi Media SA",1.52,"Paris"
"BESI.AS","BE Semiconductor Industries NV",38.26,"Amsterdam"
"BEAB.BR","Immo Beaulieu NV",9.5,"Brussels"
"BEFB.BR","Befimmo SA",38.65,"Brussels"
"BEKB.BR","NV Bekaert SA",17.9,"Brussels"
"FBEL.PA","BEL SA",298,"Paris"
"BELI.PA","Le Belier SA",37.8,"Paris"
"BELR.BR","Belreca NV",107,"Brussels"
"BELU.BR","Beluga NV",2.72,"Brussels"
"BEN.PA","Beneteau SA",6.74,"Paris"
"SLBEN.LS","Sport Lisboa e Benfica Futebol SAD",2.85,"Lisbon"
"ALDBL.PA","Bernard Loiseau SA",2.82,"Paris"
"BBED.AS","Beter Bed Holding NV",2.575,"Amsterdam"
"BEVER.AS","Bever Holding NV",3,"Amsterdam"
"BB.PA","Societe BIC SA",46.98,"Paris"
"BIG.PA","Bigben Interactive SA",13.56,"Paris"
"ALBLD.PA","Bilendi SA",10.9,"Paris"
"ALTUV.PA","Bio-UV Group SA",6.06,"Paris"
"BCART.BR","Biocartis Group NV",4.675,"Brussels"
"ALCOR.PA","Biocorp Production SA",28.4,"Paris"
"BUP.PA","Biom'Up S.A.",0.288,"Paris"
"BIM.PA","Biomerieux SA",113.2,"Paris"
"ALBPS.PA","Biophytis SA",0.513,"Paris"
"ALBIO.PA","Biosynex SA",8.95,"Paris"
"BLEE.PA","Bleecker SA",167,"Paris"
"BLUE.PA","Blue Solutions Societe Anonyme",17,"Paris"
"MLBSP.PA","Blue Shark Power System SA",5.6,"Paris"
"ALBLU.PA","Bluelinea SA",5.1,"Paris"
"BNP.PA","BNP Paribas SA",37.225,"Paris"
"MLONE.PA","Body One Lingerie SA",0.23,"Paris"
"BOEI.BR","The Boeing Company",178,"Brussels"
"BOI.PA","Boiron SA",34.7,"Paris"
"BOL.PA","Bollore SE",3.184,"Paris"
"BON.PA","Bonduelle SA",19.98,"Paris"
"BOTHE.BR","Bone Therapeutics SA",2.33,"Brussels"
"BOKA.AS","Koninklijke Boskalis Westminster NV",16.93,"Amsterdam"
"GBB.PA","Bourbon Corporation SA",3.675,"Paris"
"ALBOU.PA","Bourrelier Group SA",39,"Paris"
"BSD.PA","Bourse Direct Et Bourse Discount SA",1.73,"Paris"
"BGHL.AS","Boussard and Gavaudan Holding Ltd",16.6,"Amsterdam"
"EN.PA","Bouygues SA",33.62,"Paris"
"BPOST.BR","Bpost SA",8.295,"Brussels"
"BNB.BR","Banque Nationale De Belgique SA",1895,"Brussels"
"BCAM.PA","Societe Anonyme des Brasseries du Cameroun",128.5,"Paris"
"BREB.BR","Brederode SA",76.6,"Brussels"
"BRILL.AS","Koninklijke Brill NV",17.3,"Amsterdam"
"BRNL.AS","Brunel International NV",6.4,"Amsterdam"
"ALBUD.PA","Mint SA",8.21,"Paris"
"BVI.PA","Bureau Veritas SA",18.595,"Paris"
"BUR.PA","Burelle SA",528,"Paris"
"BND.PA","Business & Decision SA",7.93,"Paris"
"CAT31.PA","Caisse Regionale de Credit Agricole Mutuel Toulouse 31 SC",91.51,"Paris"
"CAFO.PA","Cafom SA",3.52,"Paris"
"MLAAE.PA","Compagnie Aerienne Inter Regionale Express SA",16.6,"Paris"
"CBDG.PA","Compagnie du Cambodge SA",4560,"Paris"
"CAMB.BR","Campine NV",21,"Brussels"
"CAND.BR","Candela Invest SA",3,"Brussels"
"CAPLI.PA","Capelli SA",23.8,"Paris"
"CAP.PA","Capgemini SE",117,"Paris"
"ALCRB.PA","Carbios SA",27,"Paris"
"CPINV.BR","Care Property Invest NV",26.55,"Brussels"
"ALCAR.PA","Carmat SA",19.38,"Paris"
"CARM.PA","Carmila SA",8.69,"Paris"
"CARP.PA","Carpinienne de Participations SA",38,"Paris"
"CA.PA","Carrefour SA",14.315,"Paris"
"CO.PA","Casino Guichard Perrachon SA",21.99,"Paris"
"CAS.PA","Cast SA",2.39,"Paris"
"CATG.PA","Catana Group SA",2.28,"Paris"
"CTRG.PA","Catering International & Services SA",10,"Paris"
"CATR.PA","Caterpillar Inc",121,"Paris"
"CBOT.PA","Cbo Territoria SA",3.38,"Paris"
"MLCEC.PA","Cecurity.com SA",0.585,"Paris"
"CGM.PA","Cegedim SA",26.5,"Paris"
"CGR.PA","CeGeREAL SA",35.6,"Paris"
"ALCLS.PA","Cellectis SA",13.9,"Paris"
"CLNV.PA","Cellnovo Group SA",0.128,"Paris"
"CYAD.BR","Celyad Oncology",8.24,"Brussels"
"CENER.BR","Cenergy Holdings SA",0.921,"Brussels"
"ALPCV.PA","Cerinnov Group SA",0.63,"Paris"
"ALCES.PA","Cesar SA",0.14,"Paris"
"CFEB.BR","Aannemingsmaatschappij Cfe NV",58.3,"Brussels"
"CFI.PA","CFI-Compagnie Fonciere Internationale SCA",1.23,"Paris"
"MLCFM.PA","CFM Indosuez Wealth SA",835,"Paris"
"CGG.PA","CGG SA",0.6768,"Paris"
"MLCFD.PA","Cie de Chemins de Fer Departementaux SA",600,"Paris"
"MLCVG.PA","Chemin Fer Tramways Var Gard SA",2820,"Paris"
"CRI.PA","Chargeurs SA",15.96,"Paris"
"CHSR.PA","La Chausseria SA",3.24,"Paris"
"MLCHE.PA","Cheops Technology France SA",38.4,"Paris"
"CHTEX.BR","Chevron Corporation",93,"Brussels"
"CDI.PA","Christian Dior SE",362,"Paris"
"CIB.PA","Cibox Inter@ctive SA",0.225,"Paris"
"COMB.BR","Compagnie du Bois Sauvage SA",312,"Brussels"
"MLCMB.PA","Compagnie du Mont Blanc SA",134,"Paris"
"MLCIO.PA","Groupe CIOA SA",0.76,"Paris"
"CIS.BR","Cisco Systems, Inc.",41.265,"Brussels"
"CLA.PA","Claranova SA",6.575,"Paris"
"ALCLA.PA","Clasquin SA",34,"Paris"
"COM.PA","Cnim Groupe SA",13.3,"Paris"
"CNV.PA","Cnova NV",2.86,"Paris"
"CNP.PA","CNP Assurances SA",11.03,"Paris"
"COBH.BR","Brouwerij Handelsmaatschappij NV",2980,"Brussels"
"CCEP.AS","Coca-Cola European Partners PLC",37.3,"Amsterdam"
"COFA.PA","Coface SA",6.47,"Paris"
"ALCOF.PA","Cofidur SA",294,"Paris"
"CFN.LS","Cofina SGPS SA",0.21,"Lisbon"
"COFB.BR","Cofinimmo SA",120.8,"Brussels"
"COGEC.PA","Cogelec SA",5.9,"Paris"
"ALCOG.PA","Cogra Quarante Huit SA",5.24,"Paris"
"COH.PA","Coheris SA",2.02,"Paris"
"ALCOI.PA","Coil NV",11.6,"Paris"
"RE.PA","Colas SA",120.5,"Paris"
"MLCLP.PA","Colipays Reunion SA",2.92,"Paris"
"COLR.BR","Etablissementen Franz Colruyt NV",53,"Brussels"
"MLMFI.PA","Condor Technologies NV",15,"Paris"
"CDU.LS","Conduril - Engenharia, S.A.",25,"Lisbon"
"MLCNT.PA","Consort NT SA",49,"Paris"
"CPA.LS","COPAM - Companhia Portuguesa de Amidos, S.A.",7.8,"Lisbon"
"CRBN.AS","Corbion NV",36.8,"Amsterdam"
"CLB.AS","Core Laboratories NV",17.4,"Amsterdam"
"MLCOR.PA","Corep Lighting SA",9,"Paris"
"COR.LS","Corticeira Amorim SGPS SA",10,"Lisbon"
"MLCOU.PA","Courbet SA",1.45,"Paris"
"COUR.PA","Courtois SA",112,"Paris"
"COV.PA","Covivio SA",60.65,"Paris"
"COVH.PA","Covivio Hotels SCA",14.6,"Paris"
"CRAP.PA","Caisse regionale de Credit Agricole Mutuel Alpes Provence",86.99,"Paris"
"CRAV.PA","Caisse Regionale de Credit Agricole Mutuel Atlantique Vendee SC",105,"Paris"
"CRBP2.PA","Caisse Regionale de Credit Agricole Mutuel Brie Picardie",20.2,"Paris"
"CIV.PA","Caisse Regionale de Credit Agricole Mutuel d'Ille-et-Vilaine SC",81.5,"Paris"
"CRLA.PA","Caisse Regionale de Credit Agricole Mutuel du Languedoc",60,"Paris"
"CRLO.PA","Caisse Regionale de Credit Agricole Mutuel Loire Haute-Loire",65.2,"Paris"
"CMO.PA","Credit Agricole du Morbihan SC",66,"Paris"
"CNF.PA","Caisse Regionale de Credit Agricole Mutuel de Nord de France SC",18.95,"Paris"
"CCN.PA","Caisse Regionale de Credit Agricole Mutuel de Normandie Seine SC",104.32,"Paris"
"CAF.PA","Caisse regionale de Credit Agricole Mutuel de Paris et d Ile de France",75,"Paris"
"CRSU.PA","Caisse Region Credit Agric Mutuel Sudra",149.98,"Paris"
"CRTO.PA","Caisse Reg Cred Agric Mut Tourain Poitou",96.49,"Paris"
"ACA.PA","Credit Agricole SA",8.67,"Paris"
"OPTI.BR","Crescent SA",0.0405,"Brussels"
"ALCJ.PA","Crossject SA",3.37,"Paris"
"CROS.PA","Crosswood SA",5.4,"Paris"
"SX.PA","CS Group SA",3.7,"Paris"
"MLCTA.PA","CTA Holdings",19.5,"Paris"
"CTAC.AS","Ctac NV",1.96,"Amsterdam"
"CTT.LS","CTT Correios de Portugal SA",2.59,"Lisbon"
"CURE.AS","Curetis N.V.",0.29,"Amsterdam"
"ALCYB.PA","Cybergun SA",0.21,"Paris"
"DIE.BR","D'Ieteren SA",52.7,"Brussels"
"ALDLS.PA","Dlsi SA",10.1,"Paris"
"MLGEL.PA","D2l Groupe SA",5.15,"Paris"
"DLT.PA","Dalet SA",9.95,"Paris"
"ALDAR.PA","Damartex SA",10.7,"Paris"
"BN.PA","Danone SA",56.18,"Paris"
"AM.PA","Dassault Aviation SA",785.5,"Paris"
"DSY.PA","Dassault Systemes SE",152.1,"Paris"
"MLDTB.PA","datBIM SA",1.88,"Paris"
"ALDBT.PA","DBT SA",0.1825,"Paris"
"DBV.PA","DBV Technologies SA",3.48,"Paris"
"DECB.BR","Deceuninck NV",1.515,"Brussels"
"DEDAL.PA","Dedalus France S.A.",0.8,"Paris"
"ALDEI.PA","Deinove SA",0.646,"Paris"
"ALDEL.PA","Delfingen Industry SA",14.2,"Paris"
"ALDR.PA","Delta Drone SA",0.026,"Paris"
"DLTA.PA","Delta Plus Group SA",58,"Paris"
"DBG.PA","Derichebourg SA",2.572,"Paris"
"DTEL.BR","Deutsche Telekom AG",15.51,"Brussels"
"ALDEV.PA","Devernois SA",59.5,"Paris"
"DVT.PA","Devoteam SA",97.3,"Paris"
"DGB.AS","DGB Group NV",0.645,"Amsterdam"
"DGE.PA","Diageo PLC",27.805,"Paris"
"DGM.PA","Diagnostic Medical Systems SA",1.49,"Paris"
"DIEG.BR","Diegem Kennedy",133.98,"Brussels"
"ALDIE.PA","Dietswell SA",1.235,"Paris"
"DIG.PA","Evergreen SA",0.97,"Paris"
"DISL.BR","Immobiliere Distri Land NA",124,"Brussels"
"DPAM.PA","Les Docks des Petroles d Ambes SA",356,"Paris"
"ALDNE.PA","Dont Nod Entertainment SA",12.35,"Paris"
"DPA.AS","DPA Group NV",1.07,"Amsterdam"
"ALDRV.PA","Drone Volt SA",0.162,"Paris"
"DSM.AS","Koninklijke DSM NV",132.75,"Amsterdam"
"DSC1.AS","Dutch Star Companies One N.V.",20.8,"Amsterdam"
"MLDYN.PA","Dynafond SA",1.5,"Paris"
"MLDYX.PA","Dynex Energy SA",3.1,"Paris"
"EON.BR","E.ON SE",9.9,"Brussels"
"EAS2P.AS","Ease2pay NV",0.98,"Amsterdam"
"MLEAS.PA","Easson Holdings Ltd",0.715,"Paris"
"ALEZV.PA","Easyvista SA",68.4,"Paris"
"MLEDR.PA","Compagnie des Eaux de Royan SA",113,"Paris"
"ECASA.PA","ECA SA",23.9,"Paris"
"ECONB.BR","Econocom Group SE",2.465,"Brussels"
"ALESA.PA","Ecoslops SA",11.7,"Paris"
"EDEN.PA","Edenred SA",42.29,"Paris"
"EDF.PA","Electricite de France SA",8.644,"Paris"
"ALEAC.PA","Ediliziacrobatica SpA",6.08,"Paris"
"MLEDS.PA","Editions du Signe SA",0.51,"Paris"
"EDP.LS","EDP Energias de Portugal SA",4.136,"Lisbon"
"EDPR.LS","EDP Renovaveis SA",13.72,"Lisbon"
"MLEES.PA","Energie Europe Service SA",0.282,"Paris"
"GID.PA","Egide SA",0.82,"Paris"
"FGR.PA","Eiffage SA",78.3,"Paris"
"EKI.PA","Ekinops SA",5.42,"Paris"
"ELEC.PA","Electricite de Strasbourg SA",112.5,"Paris"
"EEM.PA","Electricite et Eaux De Madagascar SA",3.28,"Paris"
"EPS.PA","Engie Eps SA",10.55,"Paris"
"ELI.BR","Elia Group SA",84.3,"Brussels"
"ELIOR.PA","Elior Group SA",4.996,"Paris"
"ELIS.PA","Elis SA",10.97,"Paris"
"ALEMK.BR","Emakina Group SA",9.6,"Brussels"
"ALDUB.PA","Encres Dubuit SA",3.72,"Paris"
"ALNN6.PA","Enensys Technologies SA",1.61,"Paris"
"ALENE.PA","Enertime SAS",1.52,"Paris"
"ENGI.PA","Engie SA",11.64,"Paris"
"ENI.BR","Eni S.p.A.",7.68,"Brussels"
"ALENT.PA","Entreparticuliers.com SA",0.755,"Paris"
"ALENR.PA","Entreprendre S.A.",7.4,"Paris"
"ALTEV.PA","Envea SA",109,"Paris"
"ENVI.AS","Envipco Holding NV",6.55,"Amsterdam"
"ALEO2.PA","EO2 SA",3.85,"Paris"
"EOSI.PA","EOS Imaging SA",1.446,"Paris"
"ERA.PA","Eramet SA",27.88,"Paris"
"ERYP.PA","Erytech Pharma SA",5.6,"Paris"
"ESI.PA","ESI Group SA",39.9,"Paris"
"ALESK.PA","Esker SA",142,"Paris"
"ESP.AS","Esperite NV",0.0344,"Amsterdam"
"EL.PA","EssilorLuxottica SA",111.1,"Paris"
"ES.PA","Esso Societe Anonyme Francaise SA",12.65,"Paris"
"ESON.LS","Estoril Sol SGPS SA",7,"Lisbon"
"EFI.PA","Eurasia Fonciere Investissements SA",0.166,"Paris"
"ALEUA.PA","Eurasia Groupe SA",7.2,"Paris"
"RF.PA","Eurazeo SE",46.12,"Paris"
"EUR.PA","Euro Ressources SA",3.45,"Paris"
"ALERS.PA","Eurobio Scientific SA",10.4,"Paris"
"ECT.AS","Eurocastle Investment Ltd",6.1,"Amsterdam"
"ECMPA.AS","Eurocommercial Properties N.V.",9.67,"Amsterdam"
"ALECR.PA","Eurofins-Cerep SA",6700,"Paris"
"ERF.PA","Eurofins Scientific SE",647.6,"Paris"
"ALGEM.PA","Eurogerm SA",31.2,"Paris"
"MLERO.PA","Euroland Corporate SA",1.02,"Paris"
"EMG.PA","Euromedis Groupe SA",8.25,"Paris"
"EURN.BR","Euronav NV",7.17,"Brussels"
"ENX.PA","Euronext NV",98.75,"Paris"
"ECP.PA","Europacorp SA",0.72,"Paris"
"EUCAR.PA","Europcar Mobility Group SA",1.2,"Paris"
"ALEUP.PA","Europlasma SA",2.97,"Paris"
"ALPBS.BR","EuroPubliDis SA",0.13,"Brussels"
"ETL.PA","Eutelsat Communications SA",8.95,"Paris"
"ALEVA.BR","Evadix SA",0.04,"Brussels"
"MLEVE.PA","Everset SA",0.189,"Paris"
"ALTVO.PA","Evolis SA",30,"Paris"
"EVS.BR","Evs Broadcast Equipment SA",14.94,"Brussels"
"EXAC.PA","Exacompta Clairefontaine SA",98,"Paris"
"EXE.PA","Exel Industries SA",35.8,"Paris"
"EXM.BR","Exmar NV",2.035,"Brussels"
"EPCP.PA","EPC Groupe",725,"Paris"
"EXPL.PA","Soc D Explosifs Produits Chimiques SA",675,"Paris"
"FAGR.BR","Fagron NV",19.5,"Brussels"
"MLFMV.LS","Farminveste - SGPS, S.A.",4.1,"Lisbon"
"ALFBA.PA","Fashion B Air SA",0.4,"Paris"
"FAST.AS","Fastned BV",11.02,"Amsterdam"
"EO.PA","Faurecia SE",40.88,"Paris"
"FAUV.PA","Etablissements Fauvet Girel SA",36.2,"Paris"
"FAYE.PA","Fayenceri Sarreguemin Digoin Vitry Franc SA",33,"Paris"
"MLFDV.PA","Franck Deville SA",0.55,"Paris"
"FCMC.PA","Fermiere du Casino Municipal Cannes SA",1110,"Paris"
"FALG.PA","Fermentalg SA",1.594,"Paris"
"FFP.PA","FFP SA",68.3,"Paris"
"SACI.PA","Fiducial Office Solutions SA",28.2,"Paris"
"ORIA.PA","Fiducial Real Estate SA",170,"Paris"
"FGA.PA","Figeac Aero SARL",2.99,"Paris"
"ALFIL.PA","Filae SA",9.8,"Paris"
"BERR.PA","Financiere Immobiliere Etang Berre Medit SA",5,"Paris"
"EBPF.PA","Financiere et Immobiliere de l'Etang de Berre et de la Mediterranee S.A.",93,"Paris"
"FOAF.PA","Compagnie Financiere de l'Afrique de l'Ouest Africain SA",7.35,"Paris"
"FINM.PA","Financiere Marjos SA",0.232,"Paris"
